data,servico,sentido,id_veiculo,datetime_partida,datetime_chegada,extensao
2023-01-13,010,I,A72085,2023-01-13 13:35:00,2023-01-13 14:01:00,5.505
2023-01-13,010,V,A72048,2023-01-13 13:40:00,2023-01-13 14:12:00,4.902
2023-01-13,010,V,A72085,2023-01-13 14:04:00,2023-01-13 14:36:00,4.902
2023-01-13,010,I,A72048,2023-01-13 14:16:00,2023-01-13 14:46:00,5.505
2023-01-13,010,I,A72085,2023-01-13 14:37:00,2023-01-13 15:06:00,5.505
2023-01-13,010,V,A72048,2023-01-13 14:49:00,2023-01-13 15:19:00,4.902
2023-01-13,010,V,A72085,2023-01-13 15:08:00,2023-01-13 15:36:00,4.902
2023-01-13,010,I,A72048,2023-01-13 15:20:00,2023-01-13 15:45:00,5.505
2023-01-13,010,I,A72085,2023-01-13 15:38:00,2023-01-13 16:12:00,5.505
2023-01-13,010,V,A72048,2023-01-13 15:53:00,2023-01-13 16:16:00,4.902
2023-01-13,010,V,A72085,2023-01-13 16:13:00,2023-01-13 16:39:00,4.902
2023-01-13,010,I,A72048,2023-01-13 16:19:00,2023-01-13 16:54:00,5.505
2023-01-13,010,I,A72085,2023-01-13 16:42:00,2023-01-13 17:08:00,5.505
2023-01-13,010,V,A72048,2023-01-13 16:56:00,2023-01-13 17:24:00,4.902
2023-01-13,010,V,A72085,2023-01-13 17:09:00,2023-01-13 17:34:00,4.902
2023-01-13,010,I,A72048,2023-01-13 17:27:00,2023-01-13 17:58:00,5.505
2023-01-13,010,I,A72085,2023-01-13 17:36:00,2023-01-13 18:05:00,5.505
2023-01-13,010,V,A72048,2023-01-13 18:00:00,2023-01-13 18:22:00,4.902
2023-01-13,010,V,A72085,2023-01-13 18:06:00,2023-01-13 18:39:00,4.902
2023-01-13,010,I,A72048,2023-01-13 18:31:00,2023-01-13 19:03:00,5.505
2023-01-13,010,I,A72085,2023-01-13 18:41:00,2023-01-13 19:11:00,5.505
2023-01-13,010,V,A72048,2023-01-13 19:04:00,2023-01-13 19:30:00,4.902
2023-01-13,010,V,A72085,2023-01-13 19:12:00,2023-01-13 19:41:00,4.902
2023-01-13,010,I,A72048,2023-01-13 19:33:00,2023-01-13 19:53:00,5.505
2023-01-13,010,I,A72085,2023-01-13 19:43:00,2023-01-13 20:02:00,5.505
2023-01-13,010,V,A72048,2023-01-13 19:55:00,2023-01-13 20:19:00,4.902
2023-01-13,010,I,A72048,2023-01-13 20:21:00,2023-01-13 20:43:00,5.505
2023-01-13,010,V,A72048,2023-01-13 20:46:00,2023-01-13 21:09:00,4.902
2023-01-13,010,I,A72048,2023-01-13 21:11:00,2023-01-13 21:35:00,5.505
2023-01-14,010,I,A72085,2023-01-14 06:04:00,2023-01-14 06:22:00,5.505
2023-01-14,010,V,A72085,2023-01-14 06:31:00,2023-01-14 06:57:00,4.902
2023-01-14,010,I,A72085,2023-01-14 07:02:00,2023-01-14 07:18:00,5.505
2023-01-14,010,V,A72085,2023-01-14 07:30:00,2023-01-14 07:57:00,4.902
2023-01-14,010,I,A72085,2023-01-14 08:01:00,2023-01-14 08:18:00,5.505
2023-01-14,010,V,A72085,2023-01-14 08:32:00,2023-01-14 08:58:00,4.902
2023-01-14,010,I,A72085,2023-01-14 09:04:00,2023-01-14 09:30:00,5.505
2023-01-14,010,V,A72085,2023-01-14 09:32:00,2023-01-14 09:59:00,4.902
2023-01-14,010,I,A72085,2023-01-14 10:11:00,2023-01-14 10:32:00,5.505
2023-01-14,010,V,A72085,2023-01-14 10:34:00,2023-01-14 11:00:00,4.902
2023-01-14,010,I,A72085,2023-01-14 11:02:00,2023-01-14 11:26:00,5.505
2023-01-14,010,V,A72085,2023-01-14 11:34:00,2023-01-14 11:54:00,4.902
2023-01-14,010,I,A72085,2023-01-14 12:13:00,2023-01-14 12:39:00,5.505
2023-01-14,010,V,A72085,2023-01-14 12:41:00,2023-01-14 12:59:00,4.902
2023-01-14,010,I,A72085,2023-01-14 13:02:00,2023-01-14 13:27:00,5.505
2023-01-14,010,V,A72085,2023-01-14 13:29:00,2023-01-14 13:57:00,4.902
2023-01-14,010,I,A72085,2023-01-14 14:04:00,2023-01-14 14:34:00,5.505
2023-01-14,010,V,A72085,2023-01-14 14:36:00,2023-01-14 15:05:00,4.902
2023-01-14,010,I,A72085,2023-01-14 15:12:00,2023-01-14 15:34:00,5.505
2023-01-14,010,V,A72085,2023-01-14 15:36:00,2023-01-14 15:55:00,4.902
2023-01-14,010,I,A72085,2023-01-14 15:57:00,2023-01-14 16:18:00,5.505
2023-01-14,010,V,A72085,2023-01-14 16:21:00,2023-01-14 16:47:00,4.902
2023-01-14,010,I,A72085,2023-01-14 16:49:00,2023-01-14 17:09:00,5.505
2023-01-14,010,V,A72085,2023-01-14 17:11:00,2023-01-14 17:37:00,4.902
2023-01-14,010,I,A72085,2023-01-14 17:39:00,2023-01-14 17:58:00,5.505
2023-01-14,010,V,A72085,2023-01-14 18:00:00,2023-01-14 18:23:00,4.902
2023-01-14,010,I,A72085,2023-01-14 18:26:00,2023-01-14 18:46:00,5.505
2023-01-14,010,V,A72085,2023-01-14 18:47:00,2023-01-14 19:12:00,4.902
2023-01-14,010,I,A72085,2023-01-14 20:10:00,2023-01-14 20:27:00,5.505
2023-01-15,010,I,A72085,2023-01-15 06:36:00,2023-01-15 06:52:00,5.505
2023-01-15,010,V,A72085,2023-01-15 06:52:00,2023-01-15 07:04:00,4.902
2023-01-15,010,I,A72085,2023-01-15 07:05:00,2023-01-15 07:19:00,5.505
2023-01-15,010,V,A72085,2023-01-15 07:20:00,2023-01-15 07:55:00,4.902
2023-01-15,010,I,A72085,2023-01-15 08:01:00,2023-01-15 08:17:00,5.505
2023-01-15,010,V,A72085,2023-01-15 08:27:00,2023-01-15 09:02:00,4.902
2023-01-15,010,I,A72085,2023-01-15 09:06:00,2023-01-15 09:24:00,5.505
2023-01-15,010,V,A72085,2023-01-15 09:32:00,2023-01-15 09:52:00,4.902
2023-01-15,010,I,A72085,2023-01-15 10:02:00,2023-01-15 10:19:00,5.505
2023-01-15,010,V,A72085,2023-01-15 10:25:00,2023-01-15 10:49:00,4.902
2023-01-15,010,I,A72085,2023-01-15 10:58:00,2023-01-15 11:13:00,5.505
2023-01-15,010,V,A72085,2023-01-15 11:23:00,2023-01-15 11:46:00,4.902
2023-01-15,010,I,A72085,2023-01-15 11:52:00,2023-01-15 12:17:00,5.505
2023-01-15,010,V,A72085,2023-01-15 12:27:00,2023-01-15 12:48:00,4.902
2023-01-15,010,I,A72085,2023-01-15 12:51:00,2023-01-15 13:10:00,5.505
2023-01-15,010,V,A72085,2023-01-15 13:22:00,2023-01-15 13:55:00,4.902
2023-01-15,010,I,A72085,2023-01-15 13:56:00,2023-01-15 14:16:00,5.505
2023-01-15,010,V,A72085,2023-01-15 14:22:00,2023-01-15 14:48:00,4.902
2023-01-15,010,I,A72085,2023-01-15 14:49:00,2023-01-15 15:09:00,5.505
2023-01-15,010,V,A72085,2023-01-15 15:10:00,2023-01-15 15:40:00,4.902
2023-01-15,010,I,A72085,2023-01-15 15:42:00,2023-01-15 16:05:00,5.505
2023-01-15,010,V,A72085,2023-01-15 16:11:00,2023-01-15 16:38:00,4.902
2023-01-15,010,I,A72085,2023-01-15 16:40:00,2023-01-15 17:00:00,5.505
2023-01-15,010,V,A72085,2023-01-15 17:01:00,2023-01-15 17:43:00,4.902
2023-01-15,010,I,A72085,2023-01-15 17:44:00,2023-01-15 18:08:00,5.505
2023-01-15,010,V,A72085,2023-01-15 18:09:00,2023-01-15 18:49:00,4.902
2023-01-15,010,I,A72085,2023-01-15 18:51:00,2023-01-15 19:14:00,5.505
2023-01-15,010,V,A72085,2023-01-15 19:16:00,2023-01-15 19:38:00,4.902
2023-01-15,010,I,A72085,2023-01-15 19:41:00,2023-01-15 19:59:00,5.505
2023-01-15,010,V,A72085,2023-01-15 20:06:00,2023-01-15 20:28:00,4.902
2023-01-15,010,I,A72085,2023-01-15 20:30:00,2023-01-15 20:53:00,5.505
